ID,IUPACName,SMILES,CoreSMILES,State,InChIKey,E0(VvsSHE),G_solv
1,"1,2,3,4,5,6,7,8-octahydroxyanthracene-9,10-dione",O=C1c2c(O)c(O)c(O)c(O)c2C(=O)c2c(O)c(O)c(O)c(O)c21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,KOWBNNJAGJIIJW-UHFFFAOYSA-N,-0.81,-92.83
2,,O=C1C(O)=C(O)C(O)=C2C(=O)C3C(=C(O)C(O)=C(O)C3O)C(O)C12,,,BBRQGRPAXIEVRZ-UHFFFAOYSA-N,-0.75,-103.41
3,,O=C1C(O)=C(O)C(O)=C2C(O)C3C(=O)C(O)=C(O)C(O)=C3C(O)C12,,,IOTSYUCWJZMNPE-UHFFFAOYSA-N,-0.75,-103.53
4,"1,2,3,4,5,6,7,8-octahydroxyanthracene-9,10-dione",O=C1c2c(O)c(O)c(O)c(O)c2C(=O)c2c(O)c(O)c(O)c(O)c21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,KOWBNNJAGJIIJW-UHFFFAOYSA-N,-0.74,-92.67
5,"1,2,3,4,5,6,7,8-octahydroxyanthracene-9,10-dione",O=C1c2c(O)c(O)c(O)c(O)c2C(=O)c2c(O)c(O)c(O)c(O)c21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,KOWBNNJAGJIIJW-UHFFFAOYSA-N,-0.69,-92.66
6,"1,2,3,4,5,6,7,8-octaaminoanthracene-9,10-dione",Nc1c(N)c(N)c2c(c1N)C(=O)c1c(N)c(N)c(N)c(N)c1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,LAVJTJBXKPEYEV-UHFFFAOYSA-N,-0.51,-127.84
7,,NC1=C(N)C(=O)c2c(c(N)c3c(N)c(N)c(N)c(N)c3c2N)C1=O,O=C1C=CC(=O)c2cc3ccccc3cc21,Oxidized,RBIKRLOEDNGLLA-UHFFFAOYSA-N,-0.39,-125.38
8,,NC1=C(N)C(N)=C2C(=O)c3c(N)c(N)c(N)c(N)c3C(N)=C2C1=O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,IZHUFMJVZUCEHV-UHFFFAOYSA-N,-0.37,-126.65
9,,NC1=C(N)C2=C(N)c3c(N)c(N)c(N)c(N)c3C(=O)C2=C(N)C1=O,O=C1C=CC2=Cc3ccccc3C(=O)C2=C1,Oxidized,PNTBXZJFBAZQDG-UHFFFAOYSA-N,-0.35,-127.01
10,,NC1=C(N)C(N)=c2c(N)c3c(c(N)c2C1=O)=C(N)C(N)=C(N)C3=O,O=C1C=CC=c2cc3c(cc21)=CC=CC3=O,Oxidized,BAELXLCDGWSLTK-UHFFFAOYSA-N,-0.34,-131.98
11,,NC1=C(N)c2c(N)c3c(c(N)c2=C(N)C1=O)C(N)=C(N)C(=O)C=3N,O=C1C=Cc2cc3c(cc2=C1)C=CC(=O)C=3,Oxidized,REZGKOSQKFSOBF-UHFFFAOYSA-N,-0.32,-126.9
12,,NC1=C(N)C(N)=c2c(N)c3c(c(N)c2C1=O)=C(N)C(=O)C(N)=C3N,O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,Oxidized,GNVXVJMECPDWOK-UHFFFAOYSA-N,-0.3,-129.44
13,,O=C1c2c(S)c(S)c(S)c(S)c2C(=O)c2c(S)c(S)c(S)c(S)c21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,XGPFRWGYKMRMPT-UHFFFAOYSA-N,-0.3,-12.62
14,"1,2,3,4,5,6,7,8-octahydroxyanthracene-9,10-dione",O=C1c2c(O)c(O)c(O)c(O)c2C(=O)c2c(O)c(O)c(O)c(O)c21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,KOWBNNJAGJIIJW-UHFFFAOYSA-N,-0.29,-64.95
15,"3,4,5,6,7,8-hexahydroxynaphthalene-1,2-dione",O=C1C(=O)c2c(O)c(O)c(O)c(O)c2C(O)=C1O,O=C1C=Cc2ccccc2C1=O,Oxidized,FJSQLIDCSDJZFC-UHFFFAOYSA-N,-0.29,-107.1
16,,O=CC1=C(C=O)C(C=O)=c2c(C=O)c3c(c(C=O)c2C1=O)=C(C=O)C(C=O)=C(C=O)C3=O,O=C1C=CC=c2cc3c(cc21)=CC=CC3=O,Oxidized,KOQNBLNVURTNDT-UHFFFAOYSA-N,-0.28,-70.39
17,,NC1=C(N)C(N)=C2C(=O)C(N)=C(N)C(N)=C2C1=O,O=C1C=CC=C2C(=O)C=CC=C12,Oxidized,YBUSADFGMQMVSB-UHFFFAOYSA-N,-0.26,-106.22
18,"2,3,5,6,7,8-hexaaminonaphthalene-1,4-dione",NC1=C(N)C(=O)c2c(N)c(N)c(N)c(N)c2C1=O,O=C1C=CC(=O)c2ccccc21,Oxidized,JMHRGXJQFFWBDY-UHFFFAOYSA-N,-0.22,-105.6
19,,O=C1C(S)=C(S)C(S)=C2C(=O)c3c(S)c(S)c(S)c(S)c3C(S)=C12,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,QLSMNLGZAWZGGG-UHFFFAOYSA-N,-0.21,-15.64
20,,O=C1C(S)=C(S)C(=O)c2c1c(S)c1c(S)c(S)c(S)c(S)c1c2S,O=C1C=CC(=O)c2cc3ccccc3cc21,Oxidized,PYDABBLGMBPBAG-UHFFFAOYSA-N,-0.2,-7.56
21,,O=C1C(S)=C(S)C(S)=C2C(=O)C(S)=C(S)C(S)=C12,O=C1C=CC=C2C(=O)C=CC=C12,Oxidized,ZBABQQITYXFPPO-UHFFFAOYSA-N,-0.2,-13.57
22,,NC1=C(N)C2=C(N)C(=O)C(N)=C(N)C2=C(N)C1=O,O=C1C=CC2=CC(=O)C=CC2=C1,Oxidized,NRNUTNWLRJMXDG-UHFFFAOYSA-N,-0.18,-100.88
23,,O=C1c2c([SiH3])c([SiH3])c([SiH3])c([SiH3])c2C(=O)c2c([SiH3])c([SiH3])c([SiH3])c([SiH3])c21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,HXKSGVRWOMOXAA-UHFFFAOYSA-N,-0.17,14.03
24,"1,2,3,4,5,6,7,8-octamethylanthracene-9,10-dione",Cc1c(C)c(C)c2c(c1C)C(=O)c1c(C)c(C)c(C)c(C)c1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,XHXSXTIIDBZEKB-UHFFFAOYSA-N,-0.17,-23.52
25,,O=C1C(S)=C(S)C(S)=c2c(S)c3c(c(S)c21)=C(S)C(S)=C(S)C3=O,O=C1C=CC=c2cc3c(cc21)=CC=CC3=O,Oxidized,UVFPITSKPNVSLU-UHFFFAOYSA-N,-0.16,-19.99
26,,O=C1C(S)=C(S)C(=O)c2c(S)c(S)c(S)c(S)c21,O=C1C=CC(=O)c2ccccc21,Oxidized,ZYYGCNRVTDYNNA-UHFFFAOYSA-N,-0.14,-17.02
27,,NC1=C(N)C(N)=C2C(N)=C(N)C(=O)C(N)=C2C1=O,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,ZOWLHRDAYZKRBD-UHFFFAOYSA-N,-0.09,-104.51
28,,O=C1C2=C(P(=O)(O)O)c3c(c(P(=O)(O)O)c(P(=O)(O)O)c(P(=O)(O)O)c3P(=O)(O)O)C(=O)C2=C(P(=O)(O)O)C(P(=O)(O)O)=C1P(=O)(O)O,O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,KNTSANBEGOBMHZ-UHFFFAOYSA-N,-0.08,-306.07
29,"1,2,3,4,5,6,7,8-octahydroxyanthracene-9,10-dione",O=C1c2c(O)c(O)c(O)c(O)c2C(=O)c2c(O)c(O)c(O)c(O)c21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,KOWBNNJAGJIIJW-UHFFFAOYSA-N,-0.08,-145.4
30,,CN(C)C1=C(N(C)C)c2c(N(C)C)c3c(c(N(C)C)c2=C(N(C)C)C1=O)C(N(C)C)=C(N(C)C)C(=O)C=3N(C)C,O=C1C=Cc2cc3c(cc2=C1)C=CC(=O)C=3,Oxidized,AYSQTWDIYADCLQ-UHFFFAOYSA-N,-0.07,-77.85
31,"1,2,3,4,5,6,7,8-octahydroxyanthracene-9,10-dione",O=C1c2c(O)c(O)c(O)c(O)c2C(=O)c2c(O)c(O)c(O)c(O)c21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,KOWBNNJAGJIIJW-UHFFFAOYSA-N,-0.07,-66.29
32,,CN(C)C1=C(N(C)C)C(N(C)C)=c2c(c(N(C)C)c3c(c2N(C)C)C(N(C)C)=C(N(C)C)C(=O)C=3N(C)C)C1=O,O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,Oxidized,YHBZSITZRHUDBF-UHFFFAOYSA-N,-0.07,-110.54
33,"1-hydroxyanthracene-9,10-dione",O=C1c2ccccc2C(=O)c2c(O)cccc21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,BTLXPCBPYBNQNR-UHFFFAOYSA-N,-0.06,-24.99
34,"1-hydroxyanthracene-9,10-dione",O=C1c2ccccc2C(=O)c2c(O)cccc21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,BTLXPCBPYBNQNR-UHFFFAOYSA-N,-0.06,-24.97
35,,O=C1C(=O)C(S)=c2c(S)c3c(S)c(S)c(S)c(S)c3c(S)c2=C1S,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,KFWLPROLFBWTHQ-UHFFFAOYSA-N,-0.04,-16.95
36,"1-aminoanthracene-9,10-dione",Nc1cccc2c1C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,KHUFHLFHOQVFGB-UHFFFAOYSA-N,-0.03,-151.92
37,"1,2,3,4,5,6,7,8-octahydroxyanthracene-9,10-dione",O=C1c2c(O)c(O)c(O)c(O)c2C(=O)c2c(O)c(O)c(O)c(O)c21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,KOWBNNJAGJIIJW-UHFFFAOYSA-N,-0.03,-32.43
38,"3,4,5,6,7,8-hexahydroxynaphthalene-1,2-dione",O=C1C(=O)c2c(O)c(O)c(O)c(O)c2C(O)=C1O,O=C1C=Cc2ccccc2C1=O,Oxidized,FJSQLIDCSDJZFC-UHFFFAOYSA-N,-0.02,-106.88
39,"3,4,5,6,7,8-hexahydroxynaphthalene-1,2-dione",O=C1C(=O)c2c(O)c(O)c(O)c(O)c2C(O)=C1O,O=C1C=Cc2ccccc2C1=O,Oxidized,FJSQLIDCSDJZFC-UHFFFAOYSA-N,-0.01,-40.63
40,,CN(C)C1=C(N(C)C)C(=O)c2c(c(N(C)C)c3c(N(C)C)c(N(C)C)c(N(C)C)c(N(C)C)c3c2N(C)C)C1=O,O=C1C=CC(=O)c2cc3ccccc3cc21,Oxidized,QVWQBFYMHGONOI-UHFFFAOYSA-N,-0.01,-81.74
41,,CN(C)C1=C2C(=O)c3c(c(N(C)C)c(N(C)C)c(N(C)C)c3N(C)C)C(N(C)C)=C2C(N(C)C)=C(N(C)C)C1=O,O=C1C=CC2=Cc3ccccc3C(=O)C2=C1,Oxidized,IZIIYGZDYQZLTC-UHFFFAOYSA-N,0.0,-55.34
42,"2-(dimethylamino)anthracene-9,10-dione",CN(C)c1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,GEJKTZQVPRSZAN-UHFFFAOYSA-N,0.01,-21.18
43,,O=C1C(S)=C(S)c2c(S)c3c(c(S)c2=C1S)C(S)=C(S)C(=O)C=3S,O=C1C=Cc2cc3c(cc2=C1)C=CC(=O)C=3,Oxidized,SNGVALIBFOZYHU-UHFFFAOYSA-N,0.01,-11.45
44,,O=C1C(S)=C(S)C2=C(S)C(=O)C(S)=C(S)C2=C1S,O=C1C=CC2=CC(=O)C=CC2=C1,Oxidized,VLWCNPSFGJKPFQ-UHFFFAOYSA-N,0.01,-41.86
45,"2-methoxyanthracene-9,10-dione",COc1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,APLQXUAECQNQFE-UHFFFAOYSA-N,0.02,-151.34
46,,NC1=C(N)c2c(c(N)c3c(N)c(N)c(N)c(N)c3c2N)C(=O)C1=O,O=C1C=Cc2cc3ccccc3cc2C1=O,Oxidized,LBNMMMOYNQDFGD-UHFFFAOYSA-N,0.02,-21.19
47,"2,3,5,6-tetraaminocyclohexa-2,5-diene-1,4-dione",NC1=C(N)C(=O)C(N)=C(N)C1=O,O=C1C=CC(=O)C=C1,Oxidized,DNHCPEFCQYRQQN-UHFFFAOYSA-N,0.03,-70.68
48,"(9,10-dioxoanthracen-1-yl)phosphonic acid",O=C1c2ccccc2C(=O)c2c1cccc2P(=O)(O)O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,NNRUIHHKOIYTEO-UHFFFAOYSA-N,0.03,-206.5
49,,O=C1C(P(=O)(O)O)=C2C(=O)c3c(c(P(=O)(O)O)c(P(=O)(O)O)c(P(=O)(O)O)c3P(=O)(O)O)C(P(=O)(O)O)=C2C(P(=O)(O)O)=C1P(=O)(O)O,O=C1C=CC2=Cc3ccccc3C(=O)C2=C1,Oxidized,PGHMVTJSMQVZLO-UHFFFAOYSA-N,0.03,-67.02
50,"3,4,5,6,7,8-hexahydroxynaphthalene-1,2-dione",O=C1C(=O)c2c(O)c(O)c(O)c(O)c2C(O)=C1O,O=C1C=Cc2ccccc2C1=O,Oxidized,FJSQLIDCSDJZFC-UHFFFAOYSA-N,0.04,-47.79
51,"9,10-dioxoanthracene-1-sulfonic acid",O=C1c2ccccc2C(=O)c2c1cccc2S(=O)(=O)O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,JAJIPIAHCFBEPI-UHFFFAOYSA-N,0.04,-39.5
52,,O=C1c2ccccc2C(=O)c2c([SiH3])cccc21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,QJQIGOHZYKNTJD-UHFFFAOYSA-N,0.04,-100.13
53,"2-aminoanthracene-9,10-dione",Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,XOGPDSATLSAZEK-UHFFFAOYSA-N,0.04,-14.3
54,,O=C1C([SiH3])=C([SiH3])C(=O)c2c1c([SiH3])c1c([SiH3])c([SiH3])c([SiH3])c([SiH3])c1c2[SiH3],O=C1C=CC(=O)c2cc3ccccc3cc21,Oxidized,RXIAURUZZRATQE-UHFFFAOYSA-N,0.05,-33.42
55,,NC1=C2C(=O)c3ccccc3C=C2C=CC1=O,O=C1C=CC2=Cc3ccccc3C(=O)C2=C1,Oxidized,WXGJAAJWMAVYTN-UHFFFAOYSA-N,0.05,5.07
56,4-hydroxy-10-sulfanylideneanthracen-9-one,O=C1c2ccccc2C(=S)c2c(O)cccc21,,,FPWKEPIPHCHLQE-UHFFFAOYSA-N,0.06,-18.42
57,"2-hydroxyanthracene-9,10-dione",O=C1c2ccccc2C(=O)c2cc(O)ccc21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,GCDBEYOJCZLKMC-UHFFFAOYSA-N,0.07,-13.91
58,"1-methylanthracene-9,10-dione",Cc1cccc2c1C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,RBGUKBSLNOTVCD-UHFFFAOYSA-N,0.07,-17.46
59,,CC1=C(C)C(=O)c2c(c(C)c3c(C)c(C)c(C)c(C)c3c2C)C1=O,O=C1C=CC(=O)c2cc3ccccc3cc21,Oxidized,WRSSBEBKLHPOTP-UHFFFAOYSA-N,0.07,-43.85
60,"1-sulfanylanthracene-9,10-dione",O=C1c2ccccc2C(=O)c2c(S)cccc21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,YHCIQYSVFONICB-UHFFFAOYSA-N,0.07,-19.38
61,"2-sulfanylanthracene-9,10-dione",O=C1c2ccccc2C(=O)c2cc(S)ccc21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,WUWVLTIKBWZFTM-UHFFFAOYSA-N,0.08,-24.23
62,"2-aminoanthracene-1,4-dione",NC1=CC(=O)c2cc3ccccc3cc2C1=O,O=C1C=CC(=O)c2cc3ccccc3cc21,Oxidized,CGOQTAJXYMPMGE-UHFFFAOYSA-N,0.09,-20.89
63,,O=C1C(S(=O)(=O)O)=C2C(=O)c3c(c(S(=O)(=O)O)c(S(=O)(=O)O)c(S(=O)(=O)O)c3S(=O)(=O)O)C(S(=O)(=O)O)=C2C(S(=O)(=O)O)=C1S(=O)(=O)O,O=C1C=CC2=Cc3ccccc3C(=O)C2=C1,Oxidized,GESBSTGQESKBFO-UHFFFAOYSA-N,0.09,-20.86
64,"2-ethenylanthracene-9,10-dione",C=Cc1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,IQOUOAIZDKROQT-UHFFFAOYSA-N,0.09,-113.61
65,"2-methylanthracene-9,10-dione",Cc1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,NJWGQARXZDRHCD-UHFFFAOYSA-N,0.09,-46.84
66,,CN(C)C1=C(N(C)C)C(=O)c2c(c(N(C)C)c(N(C)C)c(N(C)C)c2N(C)C)C1=O,O=C1C=CC(=O)c2ccccc21,Oxidized,POZYXOMCMGQKSN-UHFFFAOYSA-N,0.09,-33.3
67,,O=C1C(S)=C(S)C2=C(S)c3c(S)c(S)c(S)c(S)c3C(=O)C2=C1S,O=C1C=CC2=Cc3ccccc3C(=O)C2=C1,Oxidized,JIZWXWXWCQFXPJ-UHFFFAOYSA-N,0.1,-17.61
68,"2-fluoroanthracene-9,10-dione",O=C1c2ccccc2C(=O)c2cc(F)ccc21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,LFZBKGLFBCHVMF-UHFFFAOYSA-N,0.1,-19.1
69,"anthracene-9,10-dione",O=C1c2ccccc2C(=O)c2ccccc21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,RZVHIXYEVGDQDX-UHFFFAOYSA-N,0.1,-31.06
70,"9,10-dioxoanthracene-1-carbaldehyde",O=Cc1cccc2c1C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,VZAMYPINYMMSGD-UHFFFAOYSA-N,0.1,-28.35
71,"9,10-dioxoanthracene-1,2,3,4,5,6,7,8-octasulfonic acid",O=C1c2c(c(S(=O)(=O)O)c(S(=O)(=O)O)c(S(=O)(=O)O)c2S(=O)(=O)O)C(=O)c2c1c(S(=O)(=O)O)c(S(=O)(=O)O)c(S(=O)(=O)O)c2S(=O)(=O)O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,BOWXVOQBTCMTIN-UHFFFAOYSA-N,0.11,-15.62
72,"2-chloroanthracene-9,10-dione",O=C1c2ccccc2C(=O)c2cc(Cl)ccc21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,FPKCTSIVDAWGFA-UHFFFAOYSA-N,0.11,-31.65
73,"4-hydroxyanthracene-1,2-dione",O=C1C=C(O)c2cc3ccccc3cc2C1=O,O=C1C=Cc2cc3ccccc3cc2C1=O,Oxidized,MADWOKVVJIIQMP-UHFFFAOYSA-N,0.11,-102.71
74,,O=C1c2ccccc2C(=O)c2cc([SiH3])ccc21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,IDZQGGDTYDOWDP-UHFFFAOYSA-N,0.12,-15.68
75,,O=C1c2c(c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c2C(F)(F)F)C(=O)c2c1c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c2C(F)(F)F,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,AYSHTUZDMOSMRF-UHFFFAOYSA-N,0.13,-18.54
76,,Nc1c2c(cc3ccccc13)C(=O)C=CC2=O,O=C1C=CC(=O)c2cc3ccccc3cc21,Oxidized,GBBPLXNCQMJPIC-UHFFFAOYSA-N,0.13,-79.61
77,,O=C1C(=O)C(P(=O)(O)O)=c2c(P(=O)(O)O)c3c(P(=O)(O)O)c(P(=O)(O)O)c(P(=O)(O)O)c(P(=O)(O)O)c3c(P(=O)(O)O)c2=C1P(=O)(O)O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,NRIPOJYWKQIEFB-UHFFFAOYSA-N,0.13,-28.75
78,"9-hydroxyanthracene-1,4-dione",O=C1C=CC(=O)c2c1cc1ccccc1c2O,O=C1C=CC(=O)c2cc3ccccc3cc21,Oxidized,WRNLLFFUMFNHNF-UHFFFAOYSA-N,0.13,-242.19
79,"(9,10-dioxoanthracen-2-yl)phosphonic acid",O=C1c2ccccc2C(=O)c2cc(P(=O)(O)O)ccc21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,RXORCQCMKOBITC-UHFFFAOYSA-N,0.13,-28.63
80,"1-ethenylanthracene-9,10-dione",C=Cc1cccc2c1C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,WEUGOYFFHOXJAY-UHFFFAOYSA-N,0.13,-2.62
81,"9-hydroxyanthracene-1,4-dione",O=C1C=CC(=O)c2c1cc1ccccc1c2O,O=C1C=CC(=O)c2cc3ccccc3cc21,Oxidized,WRNLLFFUMFNHNF-UHFFFAOYSA-N,0.13,-39.42
82,,O=C1C=CC(=O)c2c1cc1ccccc1c2S,O=C1C=CC(=O)c2cc3ccccc3cc21,Oxidized,QHUFBMBDRYLEEP-UHFFFAOYSA-N,0.14,-22.56
83,,COC(=O)c1c(C(=O)OC)c(C(=O)OC)c2c(c1C(=O)OC)C(=O)c1c(C(=O)OC)c(C(=O)OC)c(C(=O)OC)c(C(=O)OC)c1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,ARKQTQROJVOOAY-UHFFFAOYSA-N,0.15,-24.22
84,"methyl 9,10-dioxoanthracene-2-carboxylate",COC(=O)c1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,JJFLSBOGTGPZMM-UHFFFAOYSA-N,0.15,-16.27
85,4-hydroxy-10-iminoanthracen-9-one,N=C1c2ccccc2C(=O)c2cccc(O)c21,N=C1c2ccccc2C(=O)c2ccccc21,Oxidized,UGCHNVUFOVPCNE-UHFFFAOYSA-N,0.15,-0.4
86,,C=Cc1c(C=C)c(C=C)c2c(c1C=C)C(=O)c1c(C=C)c(C=C)c(C=C)c(C=C)c1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,ORKCINBBCMXFNA-UHFFFAOYSA-N,0.15,-27.04
87,"2-(trifluoromethyl)anthracene-9,10-dione",O=C1c2ccccc2C(=O)c2cc(C(F)(F)F)ccc21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,WGDPBTLIVMMBGC-UHFFFAOYSA-N,0.15,-42.91
88,"9,10-dioxoanthracene-2-carbaldehyde",O=Cc1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,XBWFYFHSIFEXMY-UHFFFAOYSA-N,0.15,-27.38
89,"1,2,3,4,5,6,7,8-octachloroanthracene-9,10-dione",O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,ZJKQCGDSUUXRMI-UHFFFAOYSA-N,0.15,-71.13
90,"9,10-dioxoanthracene-2-carboxylic acid",O=C(O)c1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,ASDLSKCKYGVMAI-UHFFFAOYSA-N,0.16,-51.02
91,"9,10-dioxoanthracene-2-sulfonic acid",O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)O)ccc21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,MMNWSHJJPDXKCH-UHFFFAOYSA-N,0.16,-32.05
92,"2,3,5,6,7,8-hexamethylnaphthalene-1,4-dione",CC1=C(C)C(=O)c2c(C)c(C)c(C)c(C)c2C1=O,O=C1C=CC(=O)c2ccccc21,Oxidized,NSBHIJSEFBFZMA-UHFFFAOYSA-N,0.16,-19.33
