ID,IUPACName,SMILES,CoreSMILES,State,InChIKey,E0(VvsSHE),G_solv
307,,O=C1C=c2cc3ccc(Cl)cc3cc2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,HNQCBPCNXUNFAT-UHFFFAOYSA-N,1.13,-160.06
308,,C=Cc1c2c(cc3ccccc13)=CC(=O)C(=O)C=2,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,IPBSTJPUJZISBD-UHFFFAOYSA-N,1.13,-42.3
309,,O=C1C=c2cc3ccc([SiH3])cc3cc2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,JOXJPXYPNCAZCT-UHFFFAOYSA-N,1.13,-35.38
310,"6,7-dioxonaphthalene-1-carbaldehyde",O=Cc1cccc2c1=CC(=O)C(=O)C=2,O=C1C=c2ccccc2=CC1=O,Oxidized,JUYWLXZWJDBGDU-UHFFFAOYSA-N,1.13,-43.42
311,,O=C1C=c2cc3ccc(F)cc3cc2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,KQNBFFPQZFYIJO-UHFFFAOYSA-N,1.13,-32.03
312,,O=C1C(S(=O)(=O)O)=C(S(=O)(=O)O)c2c(S(=O)(=O)O)c3c(c(S(=O)(=O)O)c2=C1S(=O)(=O)O)C(=O)C(S(=O)(=O)O)=C(S(=O)(=O)O)C=3S(=O)(=O)O,O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,Oxidized,KQULLDXRCIMLPJ-UHFFFAOYSA-N,1.13,-81.2
313,"methyl 5,6-dioxocyclohexa-1,3-diene-1-carboxylate",COC(=O)C1=CC=CC(=O)C1=O,O=C1C=CC=CC1=O,Oxidized,MXQZGPIJJSPDJK-UHFFFAOYSA-N,1.13,-33.06
314,"6,7-dioxonaphthalene-1-carbonitrile",N#Cc1cccc2c1=CC(=O)C(=O)C=2,O=C1C=c2ccccc2=CC1=O,Oxidized,OAPUXCUFDVVQPL-UHFFFAOYSA-N,1.13,-46.02
315,,C=CC1=c2cc3ccccc3cc2=CC(=O)C1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,OVQWDGSJWVVCPN-UHFFFAOYSA-N,1.13,-36.47
316,,O=C1C=c2cc3cccc([SiH3])c3cc2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,QSPTVKCOMYZGCS-UHFFFAOYSA-N,1.13,-66.25
317,"anthracene-2,3-dione",O=C1C=c2cc3ccccc3cc2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,RSAFJKGIUBIAJP-UHFFFAOYSA-N,1.13,-45.2
318,,COC(=O)C1=CC=c2cc3c(cc2C1=O)=CC(=O)C=C3,O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,Oxidized,SWOBTRASEXQNKX-UHFFFAOYSA-N,1.13,-12.05
319,,O=C(O)C1=c2ccccc2=CC(=O)C1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,ZKBXUGMWCDGCIX-UHFFFAOYSA-N,1.13,-63.1
320,,O=C1C=c2cccc(S(=O)(=O)O)c2=CC1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,HNTXHRKQTONCFU-UHFFFAOYSA-N,1.14,-6.38
321,,O=C1C=c2cc3ccc(S(=O)(=O)O)cc3cc2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,IPTOLRNITPWSRZ-UHFFFAOYSA-N,1.14,-37.02
322,,O=C1C([N+](=O)[O-])=C([N+](=O)[O-])C([N+](=O)[O-])=c2c1c([N+](=O)[O-])c1c(c2[N+](=O)[O-])C(=O)C([N+](=O)[O-])=C([N+](=O)[O-])C=1[N+](=O)[O-],O=C1C=CC=c2cc3c(cc21)=CC=CC3=O,Oxidized,IVRQYOJKKMOYIH-UHFFFAOYSA-N,1.14,-63.48
323,"6-nitronaphthalene-2,3-dione",O=C1C=c2ccc([N+](=O)[O-])cc2=CC1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,LPZWLEALNDNEIJ-UHFFFAOYSA-N,1.14,-56.68
324,,O=CC1=c2c(C=O)c(C=O)c(C=O)c(C=O)c2=C(C=O)C(=O)C1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,ONBPLZGQHZNUEI-UHFFFAOYSA-N,1.14,-27.98
325,,O=C1C=c2cc3ccccc3cc2=C(F)C1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,QJZQEDCMTZOVAA-UHFFFAOYSA-N,1.14,-39.96
326,,O=C1C=c2cc3ccccc3c([SiH3])c2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,QQTOLZBNWJAZPB-UHFFFAOYSA-N,1.14,-60.62
327,"5,6-dioxocyclohexa-1,3-diene-1,2,3,4-tetracarbonitrile",N#CC1=C(C#N)C(C#N)=C(C#N)C(=O)C1=O,O=C1C=CC=CC1=O,Oxidized,RPQBRFHUSRAFEF-UHFFFAOYSA-N,1.14,-69.19
328,,O=C1C(=O)C(F)=c2c(F)c3c(F)c(F)c(F)c(F)c3c(F)c2=C1F,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,DVZNNBCEVVMTSZ-UHFFFAOYSA-N,1.15,-46.24
329,,O=C1C=c2cc3cccc(S(=O)(=O)O)c3cc2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,GBEJEVKRFROWNW-UHFFFAOYSA-N,1.15,-42.94
330,,COC(=O)c1c2c(cc3ccccc13)=CC(=O)C(=O)C=2,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,IAWPZNJLHVSPKK-UHFFFAOYSA-N,1.15,-28.71
331,,O=C1C=c2cc3ccccc3cc2=C([SiH3])C1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,IEUCDBIKMDPMAG-UHFFFAOYSA-N,1.15,-45.47
332,,O=C1C=c2cc3cccc(Cl)c3cc2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,IVKNKYWIYMABOV-UHFFFAOYSA-N,1.15,-84.2
333,,COC(=O)c1cccc2cc3c(cc12)=CC(=O)C(=O)C=3,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,MWAQZIBCUCYJHZ-UHFFFAOYSA-N,1.15,-11.36
334,,COC(=O)C1=CC=C2C=CC(=O)C=C2C1=O,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,NWCCQVZSANVFHR-UHFFFAOYSA-N,1.15,-39.22
335,,O=C1C=c2cc3ccc(P(=O)(O)O)cc3cc2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,PBNRWOMQWIMYAI-UHFFFAOYSA-N,1.15,-32.21
336,,COC(=O)c1ccc2cc3c(cc2c1)=CC(=O)C(=O)C=3,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,PDCVORMBAXTQIR-UHFFFAOYSA-N,1.15,-41.25
337,,O=C1C=c2cc3cccc(F)c3cc2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,ROWDNXVZSQIUBA-UHFFFAOYSA-N,1.15,-8.43
338,,O=C1C(=O)C(Cl)=c2c(Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3c(Cl)c2=C1Cl,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,UEFDSYQZUFHUCI-UHFFFAOYSA-N,1.15,-42.21
339,,O=C1C=c2cc3ccccc3c(F)c2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,VLYZDQDIAMNHQH-UHFFFAOYSA-N,1.15,-95.9
340,,O=Cc1ccc2cc3c(cc2c1)=CC(=O)C(=O)C=3,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,ZYWSNXYGHQWKTQ-UHFFFAOYSA-N,1.15,-18.27
341,,O=C1C=c2cccc([N+](=O)[O-])c2=CC1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,COIKHTPLJRCNSI-UHFFFAOYSA-N,1.16,-48.56
342,,O=C1C=Cc2cc3c(cc2=C1)C(=O)C([N+](=O)[O-])=CC=3,O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,Oxidized,CPRDEXAMNJECLK-UHFFFAOYSA-N,1.16,-74.49
343,"1-chloroanthracene-2,3-dione",O=C1C=c2cc3ccccc3cc2=C(Cl)C1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,DZJZRAFOVKPHSL-UHFFFAOYSA-N,1.16,-56.78
344,,O=C(O)C1=C(C(=O)O)c2c(C(=O)O)c3c(c(C(=O)O)c2=C(C(=O)O)C1=O)C(C(=O)O)=C(C(=O)O)C(=O)C=3C(=O)O,O=C1C=Cc2cc3c(cc2=C1)C=CC(=O)C=3,Oxidized,ODLJWWLEMIILSP-UHFFFAOYSA-N,1.16,-67.94
345,,O=C1C=c2cc3ccc(C(=O)O)cc3cc2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,QJSSGPUHYFIIGX-UHFFFAOYSA-N,1.16,-6.9
346,,O=C1C=c2cc3ccccc3c(Cl)c2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,TYSYATNVKWBANT-UHFFFAOYSA-N,1.16,-218.3
347,,O=C1C=c2cc3cccc(C(=O)O)c3cc2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,YXCDUDGKLPWXIW-UHFFFAOYSA-N,1.16,-38.96
348,,O=C1C=c2cc3ccc(C(F)(F)F)cc3cc2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,BCPMLJQTHXONJT-UHFFFAOYSA-N,1.17,-34.09
349,,O=C1C(C(F)(F)F)=C(C(F)(F)F)c2c(C(F)(F)F)c3c(c(C(F)(F)F)c2=C1C(F)(F)F)C(C(F)(F)F)=C(C(F)(F)F)C(=O)C=3C(F)(F)F,O=C1C=Cc2cc3c(cc2=C1)C=CC(=O)C=3,Oxidized,LTGHNPGAJAKGRI-UHFFFAOYSA-N,1.17,-6.4
350,,O=Cc1cccc2cc3c(cc12)=CC(=O)C(=O)C=3,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,MNFVJUUAYPWHLZ-UHFFFAOYSA-N,1.17,-33.43
351,,O=C1C=c2cc3cccc(C(F)(F)F)c3cc2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,PXCSBSMMVAJDLG-UHFFFAOYSA-N,1.17,-47.6
352,,O=C1C(C(F)(F)F)=C(C(F)(F)F)c2c(C(F)(F)F)c3c(c(C(F)(F)F)c2=C1C(F)(F)F)C(=O)C(C(F)(F)F)=C(C(F)(F)F)C=3C(F)(F)F,O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,Oxidized,QKKYRSAQQVVYKN-UHFFFAOYSA-N,1.17,-28.93
353,,O=C1C=c2ccccc2=C(C(F)(F)F)C1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,SUCXBJXGEMXCLZ-UHFFFAOYSA-N,1.17,-33.54
354,"3-nitrocyclohexa-3,5-diene-1,2-dione",O=C1C=CC=C([N+](=O)[O-])C1=O,O=C1C=CC=CC1=O,Oxidized,VINJDUJBNHSQQV-UHFFFAOYSA-N,1.17,-11.26
355,,O=C1C2=C(S(=O)(=O)O)C(S(=O)(=O)O)=C(S(=O)(=O)O)C(=O)C2=C(S(=O)(=O)O)C(S(=O)(=O)O)=C1S(=O)(=O)O,O=C1C=CC=C2C(=O)C=CC=C12,Oxidized,GBHJYROIHARNII-UHFFFAOYSA-N,1.18,-196.21
356,,O=C1C=c2ccccc2=C(P(=O)(O)O)C1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,KKRLFDBZNKSBHX-UHFFFAOYSA-N,1.18,-55.05
357,,O=CC1=c2cc3c(cc2C=CC1=O)=CC=CC3=O,O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,Oxidized,MQSNTOZFUUGXKE-UHFFFAOYSA-N,1.18,-38.11
358,,O=C1C=CC2=CC=C([N+](=O)[O-])C(=O)C2=C1,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,ZYGWQZGHAWUODI-UHFFFAOYSA-N,1.18,-80.13
359,"2,3-dioxonaphthalene-1-sulfonic acid",O=C1C=c2ccccc2=C(S(=O)(=O)O)C1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,GZHOTSCDAQCXHW-UHFFFAOYSA-N,1.19,-81.85
360,,N#Cc1cccc2cc3c(cc12)=CC(=O)C(=O)C=3,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,JLOBJUXFCLHZFE-UHFFFAOYSA-N,1.19,-97.33
361,,O=C1C=c2cc3cccc(P(=O)(O)O)c3cc2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,MQOXCNMYLMIEGT-UHFFFAOYSA-N,1.19,-76.44
362,,N#CC1=C(C#N)C(C#N)=C2C(=O)C(C#N)=C(C#N)C(C#N)=C2C1=O,O=C1C=CC=C2C(=O)C=CC=C12,Oxidized,PWRNKRXVPPMAHD-UHFFFAOYSA-N,1.19,-70.76
363,,O=CC1=C(C=O)C(C=O)=C(C=O)C(=O)C1=O,O=C1C=CC=CC1=O,Oxidized,RHWGPEPJNHMPED-UHFFFAOYSA-N,1.19,-80.9
364,,N#Cc1ccc2cc3c(cc2c1)=CC(=O)C(=O)C=3,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,XNTLWSHNNIUBGM-UHFFFAOYSA-N,1.19,-54.1
365,"2,3-dioxoanthracene-1-carboxylic acid",O=C(O)C1=c2cc3ccccc3cc2=CC(=O)C1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,YJVNWGJNDIKQMN-UHFFFAOYSA-N,1.19,-47.99
366,"3,4,5,6-tetranitrocyclohexa-3,5-diene-1,2-dione",O=C1C(=O)C([N+](=O)[O-])=C([N+](=O)[O-])C([N+](=O)[O-])=C1[N+](=O)[O-],O=C1C=CC=CC1=O,Oxidized,ZBFFUUGKKJLULN-UHFFFAOYSA-N,1.19,-63.15
367,,O=CC1=C(C=O)C2=C(C=O)C(=O)C(C=O)=C(C=O)C2=C(C=O)C1=O,O=C1C=CC2=CC(=O)C=CC2=C1,Oxidized,ZDZKNMQPAOQRBF-UHFFFAOYSA-N,1.19,-16.68
368,,O=C1C=c2cc3ccccc3c(C(F)(F)F)c2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,FHOOYBCCCOKMFH-UHFFFAOYSA-N,1.2,-32.5
369,,N#CC1=c2cc3ccccc3cc2=CC(=O)C1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,NUMHTHQYZBHPDD-UHFFFAOYSA-N,1.2,-43.6
370,,N#CC1=C(C#N)C(C#N)=c2c(C#N)c3c(c(C#N)c2C1=O)=C(C#N)C(C#N)=C(C#N)C3=O,O=C1C=CC=c2cc3c(cc21)=CC=CC3=O,Oxidized,ULGKXMBQDRYSCD-UHFFFAOYSA-N,1.2,-109.74
371,,O=C1C=c2cc3cccc([N+](=O)[O-])c3cc2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,WPMDGYAFXUAJAN-UHFFFAOYSA-N,1.2,-35.22
372,,O=C1C=c2cc3ccccc3c(C(=O)O)c2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,ZEYGFUXCWLKYFH-UHFFFAOYSA-N,1.2,-61.58
373,,N#Cc1c2c(cc3ccccc13)=CC(=O)C(=O)C=2,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,HBCZJZBMFGBPLV-UHFFFAOYSA-N,1.21,-25.5
374,,COC(=O)C1=C(C(=O)OC)C(C(=O)OC)=C(C(=O)OC)C(=O)C1=O,O=C1C=CC=CC1=O,Oxidized,IPILGGUIXDUOKY-UHFFFAOYSA-N,1.21,-46.14
375,,O=C(O)C1=C(C(=O)O)C(C(=O)O)=C2C(C(=O)O)=C(C(=O)O)C(=O)C(C(=O)O)=C2C1=O,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,UMKHVHOZGSDXOR-UHFFFAOYSA-N,1.21,-163.4
376,,O=C1C=c2cc3ccccc3c([N+](=O)[O-])c2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,GBFDPMQEMAWQKX-UHFFFAOYSA-N,1.22,-40.04
377,,O=Cc1c2c(cc3ccccc13)=CC(=O)C(=O)C=2,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,PQSBFAQRWSKUSJ-UHFFFAOYSA-N,1.22,-47.33
378,,O=C1C(=O)C(P(=O)(O)O)=C(P(=O)(O)O)C(P(=O)(O)O)=C1P(=O)(O)O,O=C1C=CC=CC1=O,Oxidized,MMBDIGDEYMLNGA-UHFFFAOYSA-N,1.23,-168.34
379,,O=C1C=c2cc3ccccc3c(S(=O)(=O)O)c2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,XNEYGEBAMPJCJQ-UHFFFAOYSA-N,1.23,-64.72
380,,N#CC1=C(C#N)C(C#N)=C2C(C#N)=C(C#N)C(=O)C(C#N)=C2C1=O,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,SPXYRIUGBCZCOY-UHFFFAOYSA-N,1.24,-61.35
381,,O=C1C([N+](=O)[O-])=C([N+](=O)[O-])c2c([N+](=O)[O-])c3c(c([N+](=O)[O-])c2=C1[N+](=O)[O-])C(=O)C([N+](=O)[O-])=C([N+](=O)[O-])C=3[N+](=O)[O-],O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,Oxidized,ISUDRSYNKCXKHL-UHFFFAOYSA-N,1.25,-27.03
382,,O=C1C=c2cc3ccccc3cc2=C(C(F)(F)F)C1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,UTSYYVLGROQKPE-UHFFFAOYSA-N,1.25,-33.79
383,"3,7-dioxonaphthalene-1,2,4,5,6,8-hexacarbonitrile",N#CC1=C(C#N)C2=C(C#N)C(=O)C(C#N)=C(C#N)C2=C(C#N)C1=O,O=C1C=CC2=CC(=O)C=CC2=C1,Oxidized,CXZSTLFUFDXNAQ-UHFFFAOYSA-N,1.26,-21.59
384,,O=C1C([N+](=O)[O-])=C2C(=O)C([N+](=O)[O-])=C([N+](=O)[O-])C([N+](=O)[O-])=C2C([N+](=O)[O-])=C1[N+](=O)[O-],O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,IYOJCQFOJDKFOC-UHFFFAOYSA-N,1.26,-82.25
385,,O=C1C(=O)C(C(F)(F)F)=c2c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c2=C1C(F)(F)F,O=C1C=c2ccccc2=CC1=O,Oxidized,NCRDAPCHYFHPBB-UHFFFAOYSA-N,1.27,-152.43
386,,O=C1C=c2cc3ccccc3c(P(=O)(O)O)c2=CC1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,PYUBMDJBRGFVAH-UHFFFAOYSA-N,1.27,-90.17
387,,O=C1C(S(=O)(=O)O)=C(S(=O)(=O)O)c2c(S(=O)(=O)O)c3c(c(S(=O)(=O)O)c2=C1S(=O)(=O)O)C(S(=O)(=O)O)=C(S(=O)(=O)O)C(=O)C=3S(=O)(=O)O,O=C1C=Cc2cc3c(cc2=C1)C=CC(=O)C=3,Oxidized,YDYWIOWLVDLLQA-UHFFFAOYSA-N,1.27,-8.59
388,,N#CC1=C(C#N)C(C#N)=c2c(C#N)c3c(c(C#N)c2C1=O)=C(C#N)C(=O)C(C#N)=C3C#N,O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,Oxidized,JZZBGLMIZSWWHS-UHFFFAOYSA-N,1.28,-61.13
389,,COC(=O)C1=c2c(C(=O)OC)c(C(=O)OC)c(C(=O)OC)c(C(=O)OC)c2=C(C(=O)OC)C(=O)C1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,SXHZPPYYQCIAKF-UHFFFAOYSA-N,1.28,-108.27
390,,COC(=O)C1=c2cc3ccccc3cc2=CC(=O)C1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,FOOVAJSXARLJDB-UHFFFAOYSA-N,1.29,-36.72
391,,COC(=O)C1=c2ccccc2=CC(=O)C1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,ZULCLUVUWHPBRH-UHFFFAOYSA-N,1.29,-39.85
392,"2,3-dioxonaphthalene-1-carbaldehyde",O=CC1=c2ccccc2=CC(=O)C1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,OMBBMLUJVDVDJX-UHFFFAOYSA-N,1.3,-152.58
393,,O=C(O)C1=c2c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c2=C(C(=O)O)C(=O)C1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,WPDLHAIDAPLJCJ-UHFFFAOYSA-N,1.3,-36.05
394,,O=C1C=c2ccccc2=C([N+](=O)[O-])C1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,QWYKRSQYYUEBMO-UHFFFAOYSA-N,1.31,-34.16
395,"3,6-dioxocyclohexa-1,4-diene-1,2,4,5-tetrasulfonic acid",O=C1C(S(=O)(=O)O)=C(S(=O)(=O)O)C(=O)C(S(=O)(=O)O)=C1S(=O)(=O)O,O=C1C=CC(=O)C=C1,Oxidized,DWCYYPSNUFVAOL-UHFFFAOYSA-N,1.32,-21.56
396,,O=C1C2=C([N+](=O)[O-])C([N+](=O)[O-])=C([N+](=O)[O-])C(=O)C2=C([N+](=O)[O-])C([N+](=O)[O-])=C1[N+](=O)[O-],O=C1C=CC=C2C(=O)C=CC=C12,Oxidized,ZJHKALKFEHPIJB-UHFFFAOYSA-N,1.32,-96.55
397,,O=CC1=C(C=O)C(=O)C(C=O)=C(C=O)C1=O,O=C1C=CC(=O)C=C1,Oxidized,FRUSQATUPJEZGB-UHFFFAOYSA-N,1.34,-46.79
398,,O=CC1=c2cc3ccccc3cc2=CC(=O)C1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,XQQWJRNDVPXHSF-UHFFFAOYSA-N,1.36,-43.77
399,,O=C1C([N+](=O)[O-])=C2C(=C([N+](=O)[O-])C(=O)C([N+](=O)[O-])=C2[N+](=O)[O-])C([N+](=O)[O-])=C1[N+](=O)[O-],O=C1C=CC2=CC(=O)C=CC2=C1,Oxidized,VCTHFHDJCMSVQG-UHFFFAOYSA-N,1.38,-18.68
400,,O=CC1=C(C=O)c2c(C=O)c3c(c(C=O)c2=C(C=O)C1=O)C(C=O)=C(C=O)C(=O)C=3C=O,O=C1C=Cc2cc3c(cc2=C1)C=CC(=O)C=3,Oxidized,ZCEIZFFIFCUCEN-UHFFFAOYSA-N,1.4,-92.83
401,,N#CC1=c2c(C#N)c(C#N)c(C#N)c(C#N)c2=C(C#N)C(=O)C1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,WAZAHUBOBODQEZ-UHFFFAOYSA-N,1.41,-82.23
402,"1-nitroanthracene-2,3-dione",O=C1C=c2cc3ccccc3cc2=C([N+](=O)[O-])C1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,YPHXZCJHNLYOEO-UHFFFAOYSA-N,1.41,-38.08
403,,O=CC1=C(C=O)C(C=O)=c2c(C=O)c3c(c(C=O)c2C1=O)=C(C=O)C(=O)C(C=O)=C3C=O,O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,Oxidized,CCXILTOKTCWIJN-UHFFFAOYSA-N,1.42,-80.28
404,,N#CC1=C(C#N)c2c(C#N)c3c(c(C#N)c2=C(C#N)C1=O)C(C#N)=C(C#N)C(=O)C=3C#N,O=C1C=Cc2cc3c(cc2=C1)C=CC(=O)C=3,Oxidized,LMUDQNWEDDKHRP-UHFFFAOYSA-N,1.44,-119.3
405,,N#CC1=c2c(C#N)c3c(C#N)c(C#N)c(C#N)c(C#N)c3c(C#N)c2=C([N+](=O)[O-])C(=O)C1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,BLPFBQCUDSYLPM-UHFFFAOYSA-N,1.49,-100.91
406,,O=C1C([N+](=O)[O-])=C([N+](=O)[O-])c2c([N+](=O)[O-])c3c(c([N+](=O)[O-])c2=C1[N+](=O)[O-])C([N+](=O)[O-])=C([N+](=O)[O-])C(=O)C=3[N+](=O)[O-],O=C1C=Cc2cc3c(cc2=C1)C=CC(=O)C=3,Oxidized,UZTZAXSJMXMYEQ-UHFFFAOYSA-N,1.55,-28.48
407,,O=C1C(=O)C([N+](=O)[O-])=c2c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c2=C1[N+](=O)[O-],O=C1C=c2ccccc2=CC1=O,Oxidized,LNTHUHOEJIKJKT-UHFFFAOYSA-N,1.57,-23.6
408,,O=C1C(S(=O)(=O)O)=C(S(=O)(=O)O)C(S(=O)(=O)O)=c2c1c(S(=O)(=O)O)c1c(c2S(=O)(=O)O)C(=O)C(S(=O)(=O)O)=C(S(=O)(=O)O)C=1S(=O)(=O)O,O=C1C=CC=c2cc3c(cc21)=CC=CC3=O,Oxidized,NADHPCFAMCVQBP-UHFFFAOYSA-N,1.64,-191.41
